2020-02-28 14:14:15,473 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2020-02-28 14:15:45,033 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR1/spring-cloud-dependencies-Hoxton.SR1.pom
2020-02-28 14:15:45,215 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies/Hoxton.SR1/spring-cloud-dependencies-Hoxton.SR1.pom
2020-02-28 14:15:45,413 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.1.RELEASE/spring-cloud-dependencies-parent-2.2.1.RELEASE.pom
2020-02-28 14:15:45,578 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.1.RELEASE/spring-cloud-dependencies-parent-2.2.1.RELEASE.pom
2020-02-28 14:15:45,746 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.1.RELEASE/spring-cloud-commons-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:45,912 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-commons-dependencies/2.2.1.RELEASE/spring-cloud-commons-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:46,079 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.1.RELEASE/spring-cloud-netflix-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:46,240 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-netflix-dependencies/2.2.1.RELEASE/spring-cloud-netflix-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:46,394 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR1/spring-cloud-stream-dependencies-Horsham.SR1.pom
2020-02-28 14:15:46,557 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-stream-dependencies/Horsham.SR1/spring-cloud-stream-dependencies-Horsham.SR1.pom
2020-02-28 14:15:46,710 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-task-dependencies/2.2.2.RELEASE/spring-cloud-task-dependencies-2.2.2.RELEASE.pom
2020-02-28 14:15:46,861 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-task-dependencies/2.2.2.RELEASE/spring-cloud-task-dependencies-2.2.2.RELEASE.pom
2020-02-28 14:15:47,061 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-circuitbreaker-dependencies/1.0.0.RELEASE/spring-cloud-circuitbreaker-dependencies-1.0.0.RELEASE.pom
2020-02-28 14:15:47,217 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-circuitbreaker-dependencies/1.0.0.RELEASE/spring-cloud-circuitbreaker-dependencies-1.0.0.RELEASE.pom
2020-02-28 14:15:47,377 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.RELEASE/spring-cloud-dependencies-parent-2.2.0.RELEASE.pom
2020-02-28 14:15:47,594 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-dependencies-parent/2.2.0.RELEASE/spring-cloud-dependencies-parent-2.2.0.RELEASE.pom
2020-02-28 14:15:47,761 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-config-dependencies/2.2.1.RELEASE/spring-cloud-config-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:47,915 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-config-dependencies/2.2.1.RELEASE/spring-cloud-config-dependencies-2.2.1.RELEASE.pom
2020-02-28 14:15:48,070 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-function-dependencies/3.0.1.RELEASE/spring-cloud-function-dependencies-3.0.1.RELEASE.pom
2020-02-28 14:15:48,232 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-function-dependencies/3.0.1.RELEASE/spring-cloud-function-dependencies-3.0.1.RELEASE.pom
2020-02-28 14:15:48,399 [Worker-1: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/cloud/spring-cloud-gateway-dependencies/2.2.1.RELEASE/spring-cloud-gateway-dependencies-2.2.1.RELEASE.pom
